GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,R
Lineups,-1626174-1629645-1630224-1630256-1630578-,C. Wood - K. Porter Jr. - J. Green - J. Tate - A. Sengun,1610612745,HOU,6,0,6,0,58,96,97.6,105.7,107.2,-9.6,-9.6,0.651,1.17,16.7,0.219,0.8,0.5,0.19,0.5,0.534,104.8,103.21,86.01,126,0.442,822,10195,17121,10195,227,9611,9662,9926,6555,4661,6929,7844,6350,6616,12662,7316,8369,9701,9261,-8.573
Lineups,-201567-202684-1626224-1629012-1629636-,K. Love - T. Thompson - C. Osman - C. Sexton - D. Garland,1610612739,CLE,44,13,31,0.295,679,105.9,107.1,116.6,115.7,-10.7,-8.6,0.537,1.37,16.3,0.3,0.745,0.516,0.163,0.532,0.561,101.4,101.2,84.34,1440,0.45,2,52,13797,7944,2,5474,8707,7769,6235,3439,6037,4692,6470,5060,9065,5501,6165,9634,7168,-8.6
Lineups,-203584-1627733-1627737-1627755-1628367-,T. Daniels - D. Bender - M. Chriss - T. Ulis - J. Jackson,1610612756,PHX,9,1,8,0.111,55,106.5,104.4,111.1,111.3,-4.6,-6.9,0.468,1.47,15.3,0.172,0.7,0.441,0.133,0.555,0.563,99,99.89,83.24,113,0.447,588,3245,13685,8296,291,5360,8520,7648,7844,3347,6269,6902,7188,8359,7992,4899,5875,8995,7182,-8.6045
Lineups,-200751-201572-202344-202711-203915-,R. Foye - B. Lopez - T. Booker - B. Bogdanovic - S. Dinwiddie,1610612751,BKN,5,0,5,0,51,92.2,93.2,110.6,112,-18.4,-18.8,0.526,1.11,15,0.2,0.837,0.495,0.175,0.489,0.515,97.3,96.16,80.14,103,0.384,1493,7940,12249,7940,350,7114,8069,8115,5516,3545,5758,5999,4104,6789,9077,6566,6469,9345,7552,-8.6115
Lineups,-203924-1627763-1629014-1629028-1641739-,J. Grant - M. Brogdon - A. Simons - D. Ayton - T. Camara,1610612757,POR,7,3,4,0.429,52,113,113.9,118.3,120.8,-5.2,-6.9,0.538,1.75,18.7,0.313,0.708,0.51,0.148,0.57,0.587,99.6,98.16,81.8,108,0.452,780,1045,15028,7914,267,6196,9995,8804,7932,3696,6268,5667,7649,6042,10259,6031,6763,11397,8268,-8.622
Lineups,-202692-202711-1630191-1631093-1631105-,A. Burks - B. Bogdanovic - I. Stewart - J. Ivey - J. Duren,1610612765,DET,6,3,3,0.5,50,100.9,100.9,110.6,113.1,-9.7,-12.1,0.575,1.44,16.3,0.196,0.76,0.462,0.15,0.516,0.54,104.6,103.44,86.2,107,0.409,868,1012,15229,7037,286,7724,9512,9756,7352,4226,7855,8290,6793,9370,10621,7488,8589,9725,9503,-8.649
Lineups,-1627741-1627763-1629052-1630169-1630543-,B. Hield - M. Brogdon - O. Brissett - T. Haliburton - I. Jackson,1610612754,IND,7,2,5,0.286,78,99.9,105.4,131,127,-31.1,-21.7,0.623,1.54,17.4,0.375,0.705,0.523,0.167,0.481,0.508,106.4,105.15,87.63,168,0.369,612,1646,16937,9838,140,7255,12176,11060,6878,3829,6749,4251,8706,6360,11595,9372,9199,8733,10521,-8.668
Lineups,-201959-203493-203901-203944-1629628-,T. Gibson - R. Bullock - E. Payton - J. Randle - R. Barrett,1610612752,NYK,8,3,5,0.375,79,102.1,103.7,121.3,118.3,-19.2,-14.6,0.538,1.59,15.6,0.307,0.776,0.51,0.135,0.474,0.511,99.3,99.72,83.1,163,0.395,541,951,13263,7372,135,5729,8978,8254,6201,2974,6295,4580,5645,5141,8136,7478,7284,10242,8028,-8.7005
Lineups,-202696-202714-203082-203095-203932-,N. Vucevic - S. Mack - T. Ross - E. Fournier - A. Gordon,1610612753,ORL,6,3,3,0.5,50,98.5,96,122.4,124.5,-23.9,-28.5,0.821,2.91,23,0.135,0.66,0.384,0.109,0.489,0.513,97.7,97.99,81.66,101,0.38,1083,1118,12116,5569,338,7363,9767,9245,2826,1198,2600,7436,8361,9576,7009,7172,7092,9789,8173,-8.706333333
Lineups,-1629676-1630177-1630197-1630249-1630598-,I. Roby - T. Maledon - A. Pokusevski - V. Krejci - A. Wiggins,1610612760,OKC,4,2,2,0.5,48,113,114.2,126.9,126.2,-13.9,-12,0.756,2,23.4,0.119,0.68,0.424,0.16,0.622,0.65,106.1,105.93,88.27,106,0.457,1571,1646,13953,7220,304,6251,12146,10154,4387,2231,3416,9399,8969,10902,11551,5087,5214,8361,8929,-8.706666667
Lineups,-201567-201588-202684-203918-1626224-,K. Love - G. Hill - T. Thompson - R. Hood - C. Osman,1610612739,CLE,4,0,4,0,61,109.4,110.1,111.8,114.1,-2.4,-4,0.618,1.7,17.4,0.444,0.769,0.599,0.155,0.484,0.515,101.9,100.54,83.78,129,0.479,1795,8857,13862,8857,258,5416,9225,8056,5676,3057,5563,2612,5988,3680,9840,7828,7581,10524,7142,-8.71
Lineups,-203138-203457-203477-203924-204456-,H. Thompson - N. Noel - I. Canaan - J. Grant - T. McConnell,1610612755,PHI,21,1,20,0.048,49,90.1,86.5,97.3,88.3,-7.2,-1.7,0.545,1.06,14.1,0.146,0.74,0.449,0.163,0.494,0.518,98.7,105.76,88.13,104,0.422,132,3230,12766,7961,361,7394,4912,6762,5409,3577,6309,6947,5804,7450,8236,6241,6095,5547,7012,-8.726666667
Lineups,-2199-200782-202688-202693-1626164-,T. Chandler - P. Tucker - B. Knight - M. Morris - D. Booker,1610612756,PHX,6,0,6,0,51,83.2,81.4,100.1,101,-16.9,-19.6,0.636,1.17,16,0.157,0.854,0.495,0.176,0.45,0.467,96.6,97.21,81.01,102,0.353,1231,7962,12211,7962,341,7885,7390,8034,4365,3455,5255,6906,3924,6627,8838,6775,7705,8772,7827,-8.727
Lineups,-201152-203107-203897-1628436-1628990-,T. Young - T. Satoransky - Z. LaVine - L. Kornet - C. Hutchison,1610612741,CHI,6,0,6,0,52,90.4,93,125.9,125.9,-35.5,-32.9,0.732,1.88,19.1,0.21,0.688,0.418,0.14,0.46,0.485,105.6,104.07,86.72,114,0.337,912,8348,13468,8348,240,7698,9804,9460,3706,2603,4393,6238,7148,8715,8239,7643,8424,8453,8654,-8.762
Lineups,-2216-2365-2440-2754-200770-,Z. Randolph - C. Andersen - M. Barnes - T. Allen - J. Farmar,1610612763,MEM,5,1,4,0.2,67,78.1,82.3,115.3,115.4,-37.2,-33.2,0.571,1,12.9,0.455,0.655,0.531,0.194,0.35,0.382,90.6,88.19,73.49,124,0.266,1520,3230,11570,7766,245,7823,8620,8847,5105,3588,6612,2343,7521,4427,9214,8297,8989,11324,8765,-8.765333333
Lineups,-1627751-1628966-1629640-1630200-1631110-,J. Poeltl - K. Bates-Diop - K. Johnson - T. Jones - J. Sochan,1610612759,SAS,8,0,8,0,60,104.7,108.1,118,112.7,-13.3,-4.6,0.685,3.7,20.2,0.324,0.811,0.537,0.081,0.459,0.504,99,99.64,83.03,124,0.475,518,10028,16639,10028,221,7246,9491,9104,5177,826,4634,5689,5963,5847,7710,9777,9638,11653,8293,-8.804666667
Lineups,-1626168-1628977-1630165-1630180-1630595-,T. Lyles - H. Diallo - K. Hayes - S. Bey - C. Cunningham,1610612765,DET,11,4,7,0.364,72,105.3,107.1,119.8,119.1,-14.5,-12,0.667,2.1,19.4,0.235,0.71,0.453,0.129,0.522,0.544,104,103.4,86.17,155,0.427,228,591,17218,9252,162,7101,11103,10153,5427,2208,5701,7611,8663,10048,10239,7183,8160,9616,9577,-8.810833333
Lineups,-101141-200771-201945-203496-1626143-,E. Ilyasova - S. Rodriguez - G. Henderson - R. Covington - J. Okafor,1610612755,PHI,16,6,10,0.375,61,82.4,81.7,109.9,103.1,-27.5,-21.3,0.659,1.93,16.3,0.195,0.792,0.438,0.111,0.404,0.425,96.8,100.38,83.65,126,0.323,214,436,12848,6940,269,8112,7244,8313,4235,2293,5274,6372,4891,7812,6559,7765,8578,7648,8280,-8.818
Lineups,-203200-203897-1626166-1628976-1628990-,J. Holiday - Z. LaVine - C. Payne - W. Carter Jr. - C. Hutchison,1610612741,CHI,7,2,5,0.286,49,90.9,92.5,106.4,103.7,-15.5,-11.3,0.694,1.79,18,0.143,0.778,0.426,0.132,0.44,0.486,104.7,105.14,87.62,106,0.433,815,1800,14236,8451,342,8393,8124,8630,4303,2950,5344,7729,5856,9279,8831,8439,8929,8475,7924,-8.83
Lineups,-203082-203914-1629021-1629643-1630591-,T. Ross - G. Harris - M. Wagner - C. Okeke - J. Suggs,1610612753,ORL,12,6,6,0.5,65,101.2,101.4,111.9,112.7,-10.7,-11.3,0.735,1.57,19.4,0.159,0.682,0.426,0.163,0.536,0.58,105,104.49,87.08,141,0.45,190,288,17121,7220,189,7478,10333,10103,4951,3811,5728,8966,8949,10890,11576,6941,7157,9094,9075,-8.852
Lineups,-202692-1627737-1629016-1629065-1629673-,A. Burks - M. Chriss - O. Spellman - K. Bowman - J. Poole,1610612744,GSW,9,5,4,0.556,56,88.3,89.3,99.5,99.2,-11.2,-9.9,0.611,1,13.5,0.318,0.762,0.535,0.182,0.411,0.477,103.4,103.05,85.88,121,0.457,437,447,12905,5612,215,8020,5770,7863,5339,3873,7255,4441,5782,4698,9745,8383,8529,8810,7065,-8.862166667
Lineups,-203471-203473-1627752-1628381-1628416-,D. Schroder - D. Dedmon - T. Prince - J. Collins - T. Dorsey,1610612737,ATL,8,2,6,0.25,65,95.1,97,115.2,117,-20.1,-20.1,0.72,1.71,19.7,0.222,0.75,0.433,0.159,0.513,0.518,100.9,99.1,82.59,132,0.372,688,1804,13457,7938,239,7312,9202,8738,3619,2741,4117,6021,5968,8458,9013,5497,6924,9346,8291,-8.868
Lineups,-203482-203903-1630534-1631117-1641718-,K. Olynyk - J. Clarkson - O. Agbaji - W. Kessler - K. George,1610612762,UTA,16,11,5,0.688,146,110.1,110,123.3,122.4,-13.2,-12.4,0.713,1.64,20.4,0.282,0.641,0.49,0.171,0.567,0.616,101.2,101.64,84.7,310,0.478,133,99,15354,5374,62,6619,10173,9254,5199,3910,4830,6162,9269,8431,11201,6067,5944,9757,7775,-8.871666667
Lineups,-201228-201586-202696-203901-203932-,C. Watson - S. Ibaka - N. Vucevic - E. Payton - A. Gordon,1610612753,ORL,10,4,6,0.4,112,100.5,100.8,114.3,113.3,-13.8,-12.5,0.629,2.1,18.8,0.213,0.704,0.443,0.122,0.488,0.52,102.2,102.46,85.38,238,0.438,533,833,12479,6768,110,5250,8186,7615,4410,1430,3820,5955,6440,7771,6973,6567,6319,6822,6776,-8.88
Lineups,-1628964-1629643-1630175-1630181-1630532-,M. Bamba - C. Okeke - C. Anthony - R. Hampton - F. Wagner,1610612753,ORL,7,2,5,0.286,85,105,104.4,115.5,115.1,-10.6,-10.7,0.587,1.83,17.3,0.281,0.747,0.508,0.131,0.518,0.537,101.8,102.31,85.26,183,0.451,612,1646,16937,9838,122,7328,10616,10049,7454,3417,6805,6431,8087,6588,10316,7223,8327,10245,9038,-8.893
Lineups,-201167-201585-201954-202326-203463-,A. Afflalo - K. Koufos - D. Collison - D. Cousins - B. McLemore,1610612758,SAC,7,5,2,0.714,88,95.6,96.1,116.2,116.1,-20.6,-20,0.591,1.03,16.3,0.256,0.792,0.516,0.211,0.517,0.544,98.2,98.04,81.7,180,0.395,961,597,9493,4274,165,6925,8461,8166,4934,3585,5276,5053,4892,4760,10082,4870,5692,8616,7406,-8.94
Lineups,-201961-203486-203924-1626153-1630180-,W. Ellington - M. Plumlee - J. Grant - D. Wright - S. Bey,1610612765,DET,10,1,9,0.1,88,100.9,97.9,118.9,116.4,-18,-18.5,0.797,1.83,20.5,0.221,0.797,0.463,0.156,0.519,0.542,100.1,102.71,85.59,192,0.43,271,2861,14761,8621,107,8169,9113,9140,3585,3023,3992,6423,5969,8266,9850,6288,7167,9012,7979,-8.98
Lineups,-101107-201150-201587-202689-203077-,M. Williams - S. Hawes - N. Batum - K. Walker - M. Kidd-Gilchrist,1610612766,CHA,11,3,8,0.273,64,75.9,78.3,110.5,120.3,-34.6,-42,0.647,1.05,12.8,0.284,0.714,0.483,0.163,0.351,0.404,102.8,96.97,80.81,129,0.258,455,1207,12734,7572,255,8399,8971,9546,4271,3581,6760,4785,6211,6898,8508,8511,8876,9055,8857,-9.03
Lineups,-202696-203095-203613-203901-203932-,N. Vucevic - E. Fournier - J. Simmons - E. Payton - A. Gordon,1610612753,ORL,16,6,10,0.375,198,108.3,107.7,120,118.5,-11.7,-10.8,0.552,1.78,16.9,0.22,0.723,0.45,0.126,0.541,0.571,103.2,104.11,86.76,427,0.429,187,410,13789,7324,50,5056,9303,7962,5911,2656,5160,6161,6864,8124,7884,5130,5604,7225,7422,-9.041166667
Lineups,-204020-1626164-1628367-1628969-1629028-,T. Johnson - D. Booker - J. Jackson - M. Bridges - D. Ayton,1610612756,PHX,9,4,5,0.444,51,94.9,97.3,110.5,107.1,-15.6,-9.8,0.581,1.32,16.2,0.295,0.75,0.495,0.171,0.46,0.492,105.6,105.91,88.26,111,0.407,529,740,14236,7571,332,8057,8430,8488,6247,3922,6479,5042,6166,7746,10527,8127,8863,8091,8309,-9.0665
Lineups,-1626174-1629645-1629726-1630224-1630231-,C. Wood - K. Porter Jr. - G. Mathews - J. Green - K. Martin Jr.,1610612745,HOU,17,5,12,0.294,82,111.4,110.2,123.5,121.2,-12.1,-11,0.761,1.96,21.1,0.2,0.627,0.424,0.148,0.581,0.606,104.4,105.97,88.31,176,0.443,86,397,17357,9837,131,6708,11469,10069,4380,3355,4352,7956,10472,10901,11171,5981,6379,8349,9236,-9.092
Lineups,-202330-202687-1626179-1628984-1629023-,G. Hayward - B. Biyombo - T. Rozier - D. Graham - P. Washington,1610612766,CHA,26,13,13,0.5,258,98.9,99.2,109.8,109.2,-10.9,-10,0.742,1.89,19.5,0.225,0.75,0.476,0.143,0.496,0.522,98.8,98.92,82.43,533,0.45,19,37,14808,6055,20,8134,8330,8442,4176,2986,4984,6297,6379,8046,9139,8086,7621,10650,7663,-9.0955
Lineups,-977-101150-201579-1626156-1626204-,K. Bryant - L. Williams - R. Hibbert - D. Russell - L. Nance Jr.,1610612747,LAL,12,2,10,0.167,57,109.8,106.8,113.8,113.4,-4.1,-6.7,0.612,1.76,18.1,0.305,0.656,0.483,0.144,0.529,0.559,97.5,99.01,82.51,118,0.447,404,1875,12610,7867,297,4441,8406,7085,4615,2330,4146,4467,7515,6756,7804,4546,5145,8085,6675,-9.11
Lineups,-202684-202692-203903-1626224-1629012-,T. Thompson - A. Burks - J. Clarkson - C. Osman - C. Sexton,1610612739,CLE,12,3,9,0.25,54,122.2,119.3,129.2,125,-7,-5.7,0.453,1.71,15.2,0.314,0.767,0.521,0.118,0.59,0.627,103.2,106.16,88.46,119,0.47,302,1124,14715,8489,303,4370,10281,8186,8632,3045,6893,4831,6044,5261,8204,4568,4642,8010,7298,-9.147166667
Lineups,-201577-203200-1626170-1627835-1628374-,R. Lopez - J. Holiday - J. Grant - P. Zipser - L. Markkanen,1610612741,CHI,12,1,11,0.083,100,105.3,106.3,122.7,120.1,-17.5,-13.8,0.713,2.38,21.1,0.242,0.659,0.431,0.126,0.528,0.543,92.8,93.38,77.82,190,0.428,341,3245,13818,8303,126,5197,9546,8209,3741,1454,3144,5860,8366,8479,7882,5314,6321,11373,7506,-9.153333333
Lineups,-1627751-1629640-1629641-1630200-1631110-,J. Poeltl - K. Johnson - R. Langford - T. Jones - J. Sochan,1610612759,SAS,13,3,10,0.231,112,114.5,116.6,121.4,124.6,-6.9,-8,0.591,3.25,18.8,0.346,0.729,0.519,0.085,0.504,0.533,102,99.86,83.22,235,0.485,178,1012,16716,9877,91,6172,10933,9384,7231,947,5993,4461,7717,6197,7892,7558,8729,11543,8107,-9.155833333
Lineups,-101150-203903-1626204-1627742-1627826-,L. Williams - J. Clarkson - L. Nance Jr. - B. Ingram - I. Zubac,1610612747,LAL,8,2,6,0.25,50,90.7,87.6,111,108.5,-20.3,-20.9,0.406,0.76,9.7,0.304,0.574,0.436,0.162,0.391,0.467,99.2,102.06,85.05,105,0.362,781,1868,12479,7583,360,7546,7727,8299,7453,5208,7961,4426,8382,7849,8498,8072,7948,6981,7805,-9.185
Lineups,-1628380-1629640-1631103-1631110-1641705-,Z. Collins - K. Johnson - M. Branham - J. Sochan - V. Wembanyama,1610612759,SAS,10,1,9,0.1,84,111.6,110.6,123.1,126.3,-11.6,-15.7,0.714,1.96,21.6,0.256,0.789,0.519,0.156,0.562,0.598,103.7,102.9,85.75,180,0.457,388,3240,15795,9046,138,6591,10725,9522,5020,3558,4344,6417,5963,5909,10480,6233,6485,9005,8181,-9.19
Lineups,-203463-203994-1626159-1629014-1629604-,B. McLemore - J. Nurkic - J. Winslow - A. Simons - C. Elleby,1610612757,POR,5,4,1,0.8,49,107.7,107.9,121.5,117.6,-13.8,-9.7,0.65,2.17,18.6,0.241,0.707,0.442,0.119,0.516,0.544,98.4,99.81,83.17,101,0.432,1120,591,5744,5853,298,6978,10954,9938,6556,2175,6084,7544,8683,10388,9685,7241,8161,11530,9412,-9.201
Lineups,-202687-203095-203613-203901-1626209-,B. Biyombo - E. Fournier - J. Simmons - E. Payton - M. Hezonja,1610612753,ORL,9,4,5,0.444,103,100.3,100.5,119.2,117.8,-18.8,-17.4,0.6,1.59,17.8,0.245,0.62,0.431,0.15,0.514,0.54,98.7,99.17,82.64,213,0.423,588,770,13227,7062,120,5561,9242,8521,5165,2949,4844,5846,8655,8480,8766,5489,6381,9315,7554,-9.2085
Lineups,-201571-201586-202687-203095-203932-,D. Augustin - S. Ibaka - B. Biyombo - E. Fournier - A. Gordon,1610612753,ORL,22,9,13,0.409,196,99.7,100.5,110.4,111.2,-10.8,-10.7,0.608,1.94,17.9,0.204,0.712,0.452,0.124,0.503,0.524,95.1,94.33,78.61,387,0.426,109,220,12939,6766,49,5257,8022,7488,4610,2288,4296,5995,6377,7545,7007,4983,6208,10046,6945,-9.209
Lineups,-2216-201588-1626161-1627741-1628382-,Z. Randolph - G. Hill - W. Cauley-Stein - B. Hield - J. Jackson,1610612758,SAC,4,1,3,0.25,59,85.2,85.3,103.7,102.6,-18.5,-17.2,0.475,0.95,13,0.18,0.824,0.473,0.172,0.445,0.466,93.3,93.71,78.09,116,0.362,1840,3245,12116,7938,263,8356,7702,8515,7819,5544,7343,6857,4919,7625,9615,7758,8634,11273,8428,-9.214
Lineups,-1628970-1628998-1630208-1630544-1641706-,M. Bridges - C. Martin - N. Richards - T. Mann - B. Miller,1610612766,CHA,8,5,3,0.625,102,101.7,102.4,109.9,109,-8.2,-6.6,0.655,1.72,19.2,0.238,0.676,0.46,0.155,0.508,0.532,98.2,98.26,81.89,206,0.461,606,511,14293,5964,98,7315,8335,8769,6536,3768,5973,7223,7985,9034,10479,7096,8226,11302,8110,-9.226666667
Lineups,-201945-203496-203967-204456-1626143-,G. Henderson - R. Covington - D. Saric - T. McConnell - J. Okafor,1610612755,PHI,14,1,13,0.071,65,98.2,95.7,116.7,117.4,-18.6,-21.7,0.6,2,16,0.243,0.667,0.422,0.107,0.463,0.494,101.5,102.55,85.46,140,0.368,282,3265,12939,7939,249,6955,8651,8335,4622,1450,5373,5676,6724,8188,6501,6868,7578,6798,7736,-9.28
Lineups,-201959-202694-203901-203944-1629628-,T. Gibson - M. Morris Sr. - E. Payton - J. Randle - R. Barrett,1610612752,NYK,11,5,6,0.455,74,92.8,94.2,113.4,111.5,-20.5,-17.2,0.6,1.5,16.3,0.315,0.74,0.509,0.154,0.459,0.47,101,101.08,84.24,156,0.369,280,447,13468,7131,150,7607,8284,8489,5376,3020,6041,4476,6492,5148,8821,7651,8602,9661,8319,-9.282
Lineups,-1629645-1630224-1630231-1630578-1631095-,K. Porter Jr. - J. Green - K. Martin Jr. - A. Sengun - J. Smith Jr.,1610612745,HOU,43,12,31,0.279,440,111.5,111.5,121.6,120.8,-10.2,-9.3,0.545,1.75,16.9,0.319,0.755,0.532,0.134,0.536,0.562,99.9,100.25,83.54,922,0.454,5,56,16782,9661,9,6817,10610,9513,7782,3465,6937,5716,6822,5952,9850,7200,8101,11386,8694,-9.3
Lineups,-1626224-1628386-1629012-1629731-1630171-,C. Osman - J. Allen - C. Sexton - D. Wade - I. Okoro,1610612739,CLE,8,0,8,0,70,109.8,113.7,128.7,126.5,-18.9,-12.8,0.685,1.68,19.2,0.266,0.763,0.504,0.158,0.549,0.599,94.6,93.72,78.1,139,0.441,428,8622,14735,8622,153,5391,10401,8680,4550,3168,5091,5335,6327,5595,9913,5841,5801,12412,7828,-9.3425
Lineups,-1626174-1627863-1628425-1629645-1630256-,C. Wood - D. House Jr. - S. Brown - K. Porter Jr. - J. Tate,1610612745,HOU,4,0,4,0,55,105,104.1,122.8,121.3,-17.8,-17.2,0.614,1.42,17.1,0.17,0.725,0.442,0.156,0.576,0.594,105.1,106.15,88.46,122,0.414,1342,8622,14165,8622,216,6316,9758,9053,5926,3733,6001,7127,7296,8799,9847,5283,5920,7403,8250,-9.392666667
Lineups,-1630165-1630191-1630595-1631105-1641709-,K. Hayes - I. Stewart - C. Cunningham - J. Duren - A. Thompson,1610612765,DET,8,2,6,0.25,100,101.5,101.8,109.8,112,-8.2,-10.1,0.731,1.48,21.3,0.34,0.721,0.54,0.212,0.532,0.551,105.2,104.02,86.69,217,0.485,606,1678,15552,8704,104,7339,8725,9108,4941,4370,4524,4465,7386,5458,12426,6820,7733,8497,7675,-9.397833333
Lineups,-201933-203083-204038-1628379-1628971-,B. Griffin - A. Drummond - L. Galloway - L. Kennard - B. Brown,1610612765,DET,9,4,5,0.444,89,98.6,100,123.6,123.2,-25,-23.2,0.559,1.12,15.7,0.282,0.785,0.524,0.189,0.51,0.547,96.3,95.79,79.82,180,0.398,437,642,13263,7150,115,5836,9450,8865,6026,3837,6264,4984,5506,4911,9952,5760,6440,11502,8002,-9.41
Lineups,-203082-203914-1628964-1629643-1630591-,T. Ross - G. Harris - M. Bamba - C. Okeke - J. Suggs,1610612753,ORL,13,4,9,0.308,50,83.1,83.6,96.3,99.1,-13.2,-15.5,0.553,1.5,14.1,0.273,0.65,0.452,0.127,0.397,0.427,106.5,104.66,87.22,110,0.405,161,591,17307,9828,278,10686,7048,10439,7873,3836,9200,6484,10274,10054,10210,10894,11500,9009,9912,-9.456666667
Lineups,-977-101138-101150-203944-1626156-,K. Bryant - B. Bass - L. Williams - J. Randle - D. Russell,1610612747,LAL,22,6,16,0.273,63,89.1,87.8,102.9,96.5,-13.7,-8.7,0.356,0.55,9.4,0.269,0.77,0.508,0.209,0.459,0.5,102.1,106.21,88.51,139,0.373,114,483,12748,7517,259,7250,5661,7236,7763,5622,7915,5003,5012,4802,9810,6623,6573,5405,7628,-9.468333333
Lineups,-200752-200765-201158-201585-201954-,R. Gay - R. Rondo - M. Belinelli - K. Koufos - D. Collison,1610612758,SAC,22,9,13,0.409,72,88.5,84.5,118.8,114.6,-30.3,-30.1,0.592,1.32,14.6,0.192,0.65,0.391,0.142,0.417,0.468,100,104.12,86.77,155,0.306,114,224,12701,6753,213,7592,8575,8742,4979,3249,5795,6469,7537,8728,7391,7302,7701,6093,8400,-9.481666667
Lineups,-2216-201588-202066-1627746-1628368-,Z. Randolph - G. Hill - G. Temple - S. Labissiere - D. Fox,1610612758,SAC,11,5,6,0.455,134,98.8,100.4,110.9,112.6,-12.1,-12.3,0.468,1.21,14.5,0.269,0.79,0.519,0.159,0.5,0.523,95.3,93.82,78.19,264,0.415,405,556,13457,7054,82,5563,8697,8079,7845,3724,6463,5059,5562,5082,9013,5555,6809,11243,7669,-9.5
Lineups,-1628404-1629234-1629604-1630314-1630570-,J. Hart - D. Eubanks - C. Elleby - B. Williams - T. Watford,1610612757,POR,5,1,4,0.2,63,100.9,99.3,110.4,110.2,-9.6,-10.9,0.571,1.68,16.8,0.284,0.729,0.5,0.137,0.484,0.512,104.3,105.2,87.67,139,0.455,1120,3401,16599,10078,203,9571,10000,10066,7557,3598,6919,6421,8236,6616,10515,9346,9068,8716,8953,-9.517
Lineups,-101150-201579-203903-203944-1626148-,L. Williams - R. Hibbert - J. Clarkson - J. Randle - A. Brown,1610612747,LAL,6,1,5,0.167,52,102.6,102,112.7,110.7,-10.1,-8.7,0.538,2.63,15.7,0.2,0.854,0.505,0.078,0.451,0.503,93.5,94.65,78.87,102,0.466,1231,3230,11980,7867,330,4799,8141,7242,5478,1030,5380,6087,3924,4821,5394,6772,6552,9707,6449,-9.53
Lineups,-200745-202711-203080-203499-203900-,A. Bargnani - B. Bogdanovic - T. Robinson - S. Larkin - M. Brown,1610612751,BKN,10,1,9,0.1,49,95.7,95,117.8,115.3,-22.1,-20.3,0.676,1.47,16.6,0.429,0.581,0.491,0.17,0.422,0.451,95.8,97.24,81.03,100,0.363,566,3230,12568,7951,358,6609,8598,8148,3513,2982,5145,2484,8220,6658,8743,7261,7942,8753,7740,-9.55
Lineups,-201563-201584-202683-203501-1626144-,M. Beasley - C. Lee - E. Kanter - T. Hardaway Jr. - E. Mudiay,1610612752,NYK,13,3,10,0.231,128,99.7,100,118.5,116.8,-18.8,-16.8,0.58,1.81,16.8,0.307,0.739,0.496,0.13,0.466,0.495,102.2,102.76,85.64,276,0.409,290,1118,13789,8133,88,5564,9198,8497,5584,2622,5171,4533,6673,7329,7936,7454,8242,7815,7750,-9.564
Lineups,-202066-202696-1628464-1629632-1630172-,G. Temple - N. Vucevic - D. Theis - C. White - P. Williams,1610612741,CHI,10,5,5,0.5,131,95.9,94.6,114.5,114.1,-18.5,-19.5,0.704,1.95,19.9,0.207,0.852,0.509,0.141,0.494,0.506,100.3,101.18,84.32,277,0.416,271,370,14449,6055,54,8336,8846,9200,4432,2967,4906,6517,5022,5569,9132,8093,8087,9624,8227,-9.594666667
Lineups,-1628977-1630165-1630180-1630191-1630595-,H. Diallo - K. Hayes - S. Bey - I. Stewart - C. Cunningham,1610612765,DET,14,5,9,0.357,156,101.3,101.8,112.3,113,-11,-11.2,0.573,1.56,17.3,0.196,0.732,0.469,0.147,0.516,0.545,102,101.39,84.5,327,0.445,129,397,17307,9260,48,7470,10342,10099,7556,3813,6807,8489,8213,9626,11156,7250,8151,10704,9140,-9.6075
Lineups,-203471-1627751-1627783-1628384-1629018-,D. Schroder - J. Poeltl - P. Siakam - O. Anunoby - G. Trent Jr.,1610612761,TOR,24,10,14,0.417,102,105.1,100.4,119.3,115.5,-14.2,-15.1,0.648,1.97,18.8,0.264,0.765,0.482,0.133,0.523,0.541,100.8,104.84,87.36,226,0.43,45,128,15879,7950,97,7356,9240,9484,6573,3556,6150,6353,6254,8540,9448,6968,7968,8102,8670,-9.614666667
Lineups,-2037-201952-201959-203476-203952-,J. Crawford - J. Teague - T. Gibson - G. Dieng - A. Wiggins,1610612750,MIN,31,19,12,0.613,72,91.9,88.9,133.8,130.8,-41.9,-41.9,0.436,1.5,11.7,0.259,0.6,0.4,0.099,0.421,0.462,104.1,107.04,89.2,162,0.269,32,28,13846,5262,203,7929,10388,10127,7992,3004,7925,5159,8724,9001,6655,8188,8700,6020,9467,-9.634
